ts,data_presenceSensor_3,data_temperatureSensor_0,data_humiditySensor_1
2022-02-18 04:25:24,2,0,0
2022-02-18 04:30:24,3,0,0
2022-02-18 04:35:24,2,0,0
2022-02-18 04:40:24,0,0,0
2022-02-18 04:45:24,0,0,0
2022-02-18 04:50:24,0,0,0
2022-02-18 04:55:24,0,0,0
2022-02-18 05:00:24,0,0,0
2022-02-18 05:05:24,0,0,0
2022-02-18 05:10:24,0,0,0
2022-02-18 05:15:24,0,0,0
2022-02-18 05:20:24,0,0,0
2022-02-18 05:25:24,0,0,0
2022-02-18 05:30:24,0,0,0
2022-02-18 05:35:24,0,0,0
2022-02-18 05:40:24,0,0,0
2022-02-18 05:45:24,0,0,0
2022-02-18 05:50:24,0,0,0
2022-02-18 05:55:24,0,0,0
2022-02-18 06:00:24,0,0,0
2022-02-18 06:05:24,0,0,0
2022-02-18 06:10:24,0,0,0
2022-02-18 06:15:24,0,0,0
2022-02-18 06:20:24,0,0,0
2022-02-18 06:25:24,0,0,0
2022-02-18 06:30:24,0,0,0
2022-02-18 06:35:24,0,0,0
2022-02-18 06:40:24,0,0,0
2022-02-18 06:45:24,0,0,0
2022-02-18 06:50:24,0,0,0
2022-02-18 06:55:24,0,0,0
2022-02-18 07:00:24,0,0,0
2022-02-18 07:05:24,0,0,0
2022-02-18 07:10:24,0,0,0
2022-02-18 07:15:24,0,0,0
2022-02-18 07:20:24,0,0,0
2022-02-18 07:25:24,0,0,0
2022-02-18 07:30:24,0,0,0
2022-02-18 07:35:24,0,0,0
2022-02-18 07:40:24,0,0,0
2022-02-18 07:45:24,0,0,0
2022-02-18 07:50:24,0,0,0
2022-02-18 07:55:24,0,0,0
2022-02-18 08:00:24,0,0,0
2022-02-18 08:05:24,0,0,0
2022-02-18 08:10:24,0,0,0
2022-02-18 08:15:24,0,0,0
2022-02-18 08:20:24,0,0,0
2022-02-18 08:25:24,0,0,0
2022-02-18 08:30:24,0,0,0
2022-02-18 08:35:24,0,0,0
2022-02-18 08:40:24,0,0,0
2022-02-18 08:45:24,0,0,0
2022-02-18 08:50:24,0,0,0
2022-02-18 08:55:24,0,0,0
2022-02-18 09:00:24,0,0,0
2022-02-18 09:05:24,0,0,0
2022-02-18 09:10:24,0,0,0
2022-02-18 09:15:24,0,0,0
2022-02-18 09:20:24,0,0,0
2022-02-18 09:25:24,0,0,0
2022-02-18 09:30:24,0,0,0
2022-02-18 09:35:24,1,0,0
2022-02-18 09:40:24,2,0,0
2022-02-18 09:45:24,1,0,0
2022-02-18 09:50:24,0,0,0
2022-02-18 09:55:24,0,0,0
2022-02-18 10:00:24,0,0,0
2022-02-18 10:05:24,0,0,0
2022-02-18 10:10:24,1,0,0
2022-02-18 10:15:24,1,0,0
2022-02-18 10:20:24,4,0,0
2022-02-18 10:25:24,3,0,0
2022-02-18 10:30:24,7,0,0
2022-02-18 10:35:24,7,0,0
2022-02-18 10:40:24,4,0,0
2022-02-18 10:45:24,2,0,0
2022-02-18 10:50:24,2,0,0
